#monsters																																	
Id		CreatureClass	Health	StarvationLimit	PainThresholdLimit	PainThresholdRegen	Damage	ResistSheet	WoundSlots	MeleeAccuracy	RangeAccuracy	Dodge	MeleeStunChance	MeleeStunDuration	MeleeThrowbackChance	EquipmentVariants	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	AllowEccolapse	ScaleQuasimorphStats	MutateMonsterId	MutateBonusChance	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	ActionPoints	AiPresetId	DeathExplosionRadius	ExplosionDamageType	DeathExplosionDamage	Immunity
rw_lowskill_1		0	0	20	50	wrench green_vest blue_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
rw_lowskill_2		0	0	20	50	crowbar employee_vest employee_hat brown_pants blue_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
rw_lowskill_3		0	10	30	60	choppa_axe bandit_armor yellow_pants broun_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
rw_lowskill_4		0	10	30	60	miner_mg green_tshirt dark_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
rw_lowskill_5		0	10	40	80	army_pistol blue_tshirt brown_pants common_boots	pistol_basic_ammo 0.035 pistol_burst_ammo 0.012 pistol_expansive_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
rw_lowskill_6		0	10	40	80	bandit_shotgun singlet_shirt hyber_pants blue_boots	shotgun_bullet_ammo 0.035 shotgun_shrapnel_ammo 0.018 shotgun_flechette_ammo 0.015 shotgun_dragon_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
pb_lowskill_1		0	0	20	50	wrench employee_vest employee_hat blue_pants broun_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
pb_lowskill_2		0	0	20	50	crowbar singlet_shirt brown_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
pb_lowskill_3		0	10	30	60	breaker hyber_shirt yellow_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
pb_lowskill_4		0	10	30	60	miner_knife blue_tshirt dark_pants blue_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
pb_lowskill_5		0	10	40	80	petrov_pistol_2 green_vest yellow_pants broun_boots	pistol_basic_ammo 0.035 pistol_burst_ammo 0.012 pistol_expansive_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
pb_lowskill_6		0	10	40	80	petrov_pistol green_tshirt hyber_pants common_boots	pistol_basic_ammo 0.035 pistol_burst_ammo 0.012 pistol_expansive_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
grass_lowskill_1		0	0	20	50	wrench hyber_shirt blue_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
grass_lowskill_2		0	0	20	50	crowbar singlet_shirt brown_pants blue_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
grass_lowskill_3		0	10	30	60	breaker green_vest yellow_pants broun_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
grass_lowskill_4		0	10	30	60	metal_pipe green_tshirt dark_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
grass_lowskill_5		0	10	40	80	miner_pistol employee_vest employee_hat blue_pants common_boots	pistol_basic_ammo 0.035 pistol_burst_ammo 0.012 pistol_expansive_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
grass_lowskill_6		0	10	40	80	dark_pistol blue_tshirt hyber_pants blue_boots	heavy_basic_ammo 0.035 heavy_armorpierce_ammo 0.015 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
core_lowskill_1		0	0	20	50	wrench blue_tshirt blue_pants broun_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
core_lowskill_2		0	0	20	50	crowbar singlet_shirt brown_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
core_lowskill_3		0	10	30	60	breaker green_tshirt yellow_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
core_lowskill_4		0	10	30	60	metal_pipe green_vest dark_pants blue_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
core_lowskill_5		0	10	40	80	miner_pistol employee_vest employee_hat dark_pants broun_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
core_lowskill_6		0	10	40	80	bandit_smg hyber_shirt hyber_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
cresist_lowskill_1		0	0	20	50	wrench singlet_shirt blue_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
cresist_lowskill_2		0	0	20	50	crowbar blue_tshirt brown_pants blue_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
cresist_lowskill_3		0	10	30	60	breaker green_vest yellow_pants broun_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
cresist_lowskill_4		0	10	30	60	metal_pipe green_tshirt dark_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
cresist_lowskill_5		0	10	40	80	civres_pistol_2 hyber_shirt hyber_pants common_boots	pistol_basic_ammo 0.035 pistol_burst_ammo 0.012 pistol_expansive_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
cresist_lowskill_6		0	10	40	80	pmc_pistol bandit_armor hyber_pants blue_boots	pistol_basic_ammo 0.035 pistol_burst_ammo 0.012 pistol_expansive_ammo 0.009 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006																										
lowskills_christmass		0	10	60	100	worker_boots dark_pants christmas_hat green_vest small_backpack army_pistol	sigs_kosmos 0.025 rags 0.15 chocolateBar 0.05 packedGoodRation 0.05 redSoda 0.1 water 0.1 synthChicken 0.1 synthBeef 0.1 vodka 0.005 pierce_melee_shards 0.05 powder 0.1 metal_tread 0.05 tread 0.05 explosives 0.1 acid 0.05 tin 0.15 glassBottle 0.15																										
worker_1		0	0	30	80	wrench green_tshirt blue_pants common_boots	sigs_kosmos 0.01 bandage 0.02 sorbent 0.02 painkillers 0.02 blueSoda 0.05 chocolateBar 0.05 redSoda 0.05 beer 0.05 synthChicken 0.05 synthBeef 0.05 vodka 0.01 blunt_melee_shards 0.02 pierce_melee_shards 0.02 broken_weapon 0.05 rusty_shards 0.02 coarse_gears 0.02 rod 0.01 tape 0.01 rags 0.05 handmade_frag_grenade 0.01 handmade_thermal_grenade 0.01																										
worker_2		0	0	30	80	crowbar blue_tshirt employee_pants common_boots worker_helmet	splint 0.05 antibiotics 0.01 sigs_kosmos 0.02 rags 0.05 packedGoodRation 0.05 packedRation 0.05 water 0.05 burgerMeat 0.02 burgerVeg 0.02 synthChicken 0.05 synthBeef 0.05 vodka 0.01 armor_shards 0.01 weapon_shards 0.02 melee_repair_kit 0.01																										
worker_3		0	0	30	80	choppa_axe worker_pants bandit_boots employee_hat bandit_vest	sigs_kosmos 0.01 bandage 0.02 sorbent 0.02 painkillers 0.02 blueSoda 0.05 chocolateBar 0.05 redSoda 0.05 beer 0.05 synthChicken 0.05 synthBeef 0.05 vodka 0.01 blunt_melee_shards 0.02 pierce_melee_shards 0.02 broken_weapon 0.05 rusty_shards 0.02 coarse_gears 0.02 rod 0.01 tape 0.01 rags 0.05 handmade_frag_grenade 0.01 handmade_thermal_grenade 0.01																										
worker_4		0	10	40	100	miner_mg employee_vest employee_pants worker_boots pb_hard_hat servo_backpack	splint 0.05 antibiotics 0.01 sigs_kosmos 0.02 rags 0.05 packedGoodRation 0.05 packedRation 0.05 water 0.05 burgerMeat 0.02 burgerVeg 0.02 synthChicken 0.05 synthBeef 0.05 vodka 0.01 armor_shards 0.01 weapon_shards 0.02 melee_repair_kit 0.01																										
worker_5		0	10	40	100	pmc_pistol employee_vest worker_pants bandit_boots employee_hat bandit_vest	sigs_kosmos 0.01 bandage 0.02 sorbent 0.02 painkillers 0.02 blueSoda 0.05 chocolateBar 0.05 redSoda 0.05 beer 0.05 synthChicken 0.05 synthBeef 0.05 vodka 0.01 blunt_melee_shards 0.02 pierce_melee_shards 0.02 broken_weapon 0.05 rusty_shards 0.02 coarse_gears 0.02 rod 0.01 tape 0.01 rags 0.05 handmade_frag_grenade 0.01 handmade_thermal_grenade 0.01																										
worker_6		0	10	40	100	desert_shotgun worker_armor employee_pants worker_boots pb_hard_hat small_backpack	splint 0.05 antibiotics 0.01 sigs_kosmos 0.02 rags 0.05 packedGoodRation 0.05 packedRation 0.05 water 0.05 burgerMeat 0.02 burgerVeg 0.02 synthChicken 0.05 synthBeef 0.05 vodka 0.01 armor_shards 0.01 weapon_shards 0.02 melee_repair_kit 0.01																										
rw_worker_1		0	0	30	80	sapper_shovel green_vest blue_pants common_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
rw_worker_2		0	0	30	80	crowbar green_vest brown_pants blue_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
rw_worker_3		0	0	30	80	army_pistol_2 employee_vest employee_hat yellow_pants broun_boots	shotgun_bullet_ammo 0.018 shotgun_shrapnel_ammo 0.006 shotgun_flechette_ammo 0.009 shotgun_dragon_ammo 0.003 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
rw_worker_4		0	10	40	100	spec_pistol_2 employee_vest dark_pants common_boots	pistol_basic_ammo 0.018 pistol_burst_ammo 0.006 pistol_expansive_ammo 0.003 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
rw_worker_5		0	10	50	100	army_pistol worker_armor worker_pants common_boots	pistol_basic_ammo 0.018 pistol_burst_ammo 0.006 pistol_expansive_ammo 0.003 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
rw_worker_6		0	10	50	100	bandit_shotgun worker_armor worker_pants blue_boots	shotgun_bullet_ammo 0.018 shotgun_shrapnel_ammo 0.006 shotgun_flechette_ammo 0.009 shotgun_dragon_ammo 0.003 rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
pb_worker_1		0	0	30	80	wrench worker_armor worker_helmet worker_pants worker_boots	rusty_shards 0.035 armor_shards 0.035 weapon_shards 0.035 blunt_melee_shards 0.035 pierce_melee_shards 0.035 broken_weapon 0.035 blueSoda 0.035 chocolateBar 0.035 packedRation 0.035 rocketCandy 0.035 broken_weapon 0.035 plastic 0.025 tread 0.035 water 0.028 beer 0.028 burgerMeat 0.028 slanina 0.028 glass_knife 0.028 metal_pipe 0.028 powder 0.025 entertainment_software 0.025 knuckles 0.025 poppy_box 0.018 handmade_thermal_grenade 0.015 alcogol_container 0.009 darknet_unit 0.006 precious_metals 0.006																										
