#meleeweapons																																	
Id		Price	Weight	InventoryWidthSize	WeaponClass	WeaponSubClass	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	MagazineCapacity	ReloadDuration	ReloadOneClip	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory												
naloxone		100	0.05	1	5	0	TRUE	0	0	0	0	FALSE		FALSE	0	2	FALSE	FALSE	TRUE		morphineAddiction -80 alcoholAddiction -50 gavaahAddiction -20	0											
sorbent		20	0.04	1	10	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		alcoholAddiction -40 infectionEffect -40 poisonEffect -40	0											
surgicalKit		108	4	1	1	80	TRUE	0	1	0	0	FALSE		FALSE	1	20	TRUE	FALSE	FALSE			0											
stimpack_green		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
stimpack_purple		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
stimpack_red		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
stimpack_yellow		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
sigs_kosmos		40	0.1	1	5	0	TRUE	0	0	0	-100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	nicotineAddiction 0.15		0											
rags		10	0.2	1	20	0	FALSE	0	20	0	0	TRUE	blunt 0 pierce 0.1 lacer 0.1 fire 0 beam 0 shock 0 poison 0 cold 0.1 explosion 0 plasma 0	FALSE	20	0	FALSE	FALSE	FALSE	infectionEffect 0.15		0											
demonic_medicine		120	1	1	1	100	TRUE	0	0	0	0	FALSE		FALSE	0	100	FALSE	TRUE	TRUE	gavaahAddiction 0.15		0											
demonic_idol		120	2	1	1	0	FALSE	0	0	0	-600	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	gavaahAddiction 0.15		0											
antidote		100	0.05	1	5	0	FALSE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		poisonEffect -80 alcoholAddiction -40	0											
bloodBag		50	0.7	1	5	10	FALSE	0	10	0	50	FALSE		FALSE	10	0	FALSE	FALSE	FALSE			0											
painkillers		100	0.05	1	5	0	TRUE	0	0	0	0	FALSE		FALSE	0	20	FALSE	FALSE	TRUE		nicotineAddiction -50	0											
aztec_rags		60	1	1	5	4	FALSE	0	10	0	100	TRUE	blunt 0 pierce 0.4 lacer 0.4 fire 0 beam 0 shock 0 poison 0.4 cold 0.4 explosion 0 plasma 0	FALSE	10	0	FALSE	FALSE	FALSE	poisonEffect 0.1		0											
beer		40	0.5	1	5	0	FALSE	0	0	0	-25	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.1	coldEffect -10	0											
vodka		100	1	1	2	0	FALSE	0	0	0	-100	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.2	coldEffect -50 beamEffect -20	0											
wiskey		100	1	1	2	0	FALSE	0	0	0	-100	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.2	coldEffect -50 beamEffect -20	0											
armagnac		100	1	1	2	0	FALSE	0	0	0	-100	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.2	coldEffect -50 beamEffect -20	0											
meat1		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	infectionEffect 0.2		0											
spider_meat		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	poisonEffect 0.2		0											
furuncle		40	1	1	5	0	FALSE	5	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	infectionEffect 0.2		0											
spider_soup		2	1	1	5	0	FALSE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
slanina		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
roastedMeat		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0											
rottenMeat		1	1.2	1	5	0	FALSE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	infectionEffect 0.2		0											
nanoinjection		200	0.2	1	5	8	FALSE	0	6	0	0	TRUE	blunt 0 pierce 0 lacer 0 fire 0.4 beam 0.4 shock 0.4 poison 0 cold 0 explosion 0 plasma 0.4	FALSE	6	2	FALSE	FALSE	TRUE		shockEffect -80	0											
plaster		40	0.5	1	5	4	FALSE	0	6	0	0	TRUE	blunt 0.3 pierce 0 lacer 0 fire 0 beam 0 shock 0.3 poison 0 cold 0 explosion 0.3 plasma 0	FALSE	6	0	FALSE	FALSE	FALSE			0											
military_kit		200	0.7	1	5	20	FALSE	0	4	0	0	FALSE		TRUE	4	10	FALSE	FALSE	FALSE		infectionEffect -30 poisonEffect -30	0.3											
ron_medicine		100	1	1	2	0	TRUE	0	0	500	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		infectionEffect -80 poisonEffect -40	0											
*anabolic_steroid		100	0.05	1	5	0	TRUE	0	0	0	0	FALSE		FALSE	0	1	FALSE	FALSE	TRUE	morphineAddiction 0.05		0											
#end																																	
																																	
#food																																	
Id		Price	Weight	InventoryWidthSize	MaxStack	RestoreStarvationValue	RestoreHealthValue	GarbageItemId	ActivatesCanibalizm	DrunkEffectChance	RemovesFire																						
blueSoda		1	0.3	1	5	300	0	tin	FALSE	0	TRUE																						
cannedMeat		20	0.6	1	2	1200	0	tin	FALSE	0	FALSE																						
cannedVeg		20	0.4	1	2	600	0	tin	FALSE	0	FALSE																						
chocolateBar		1	0.08	1	10	150	0	plastic	FALSE	0	FALSE																						
*meat1		1	1	1	5	400	-10	human_rib	TRUE	0	FALSE																						
*rottenMeat		1	1.2	1	5	400	-25	human_rib	TRUE	0	FALSE																						
*roastedMeat		1	0.7	1	5	500	0	human_rib	TRUE	0	FALSE																						
mre_pack		200	0.6	1	2	1800	0	plastic	FALSE	0	FALSE																						
packedGoodRation		4	0.28	1	5	450	0	plastic	FALSE	0	FALSE																						
packedRation		4	0.24	1	5	450	0	plastic	FALSE	0	FALSE																						
redSoda		1	0.3	1	5	300	0	tin	FALSE	0	TRUE																						
water		1	0.5	1	5	0	10	plastic	FALSE	0	TRUE																						
*beer		4	0.5	1	5	400	0	tin	FALSE	0.5	TRUE																						
burgerMeat		5	0.34	1	5	500	0	plastic	FALSE	0	FALSE																						
burgerVeg		5	0.24	1	5	450	0	plastic	FALSE	0	FALSE																						
synthChicken		2	0.2	1	5	350	0	plastic	FALSE	0	FALSE																						
synthBeef		2	0.2	1	5	400	0	plastic	FALSE	0	FALSE																						
rocketCandy		100	0.01	1	10	100	0	plastic	FALSE	0	FALSE																						
*vodka		10	1	1	2	900	0	glassBottle	FALSE	1	FALSE																						
*wiskey		10	1	1	2	900	0	glassBottle	FALSE	1	FALSE																						
*armagnac		10	1	1	2	900	0	glassBottle	FALSE	1	FALSE																						
*spider_meat		1	1	1	5	400	-10		FALSE	0	FALSE																						
*furuncle		40	1	1	5	300	0		TRUE	0	FALSE																						
*spider_soup		2	0.6	1	5	600	-5	tin	FALSE	0	TRUE																						
*slanina		1	0.4	1	5	500	0		TRUE	0	FALSE																						
caviar		60	0.4	1	5	500	0	tin	FALSE	0	FALSE																						
wagyu_steak		60	0.4	1	5	500	0	plastic	FALSE	0	FALSE																						
truffle_oil		40	0.4	1	5	500	0	glassBottle	FALSE	0	TRUE																						
tuna_steak		60	0.4	1	5	500	0	plastic	FALSE	0	FALSE																						
watermelon_slice		20	0.4	1	5	500	0		FALSE	0	FALSE																						
#end																																	
																																	
#backpacks																																	
Id		Price	Weight	InventoryWidthSize	Width	Height	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	AddServoArm	TotalItemsWeightMult	ReloadTurnBonus																			
small_backpack		20	1	1	6	2	0.08	100	0	FALSE	cloth	FALSE	0.6	0																			
medium_backpack		500	2	1	6	3	0.08	150	0	FALSE	cloth	FALSE	0.8	0																			
big_backpack		1500	4	1	6	4	0.08	200	0	FALSE	cloth	FALSE	1	0																			
servo_backpack		500	3	1	6	2	0.08	150	0	FALSE	engineering_weapon	TRUE	0.6	1																			
sl_exoskeleton_backpack		1500	4	1	6	3	0.08	200	0	FALSE	engineering_weapon	TRUE	0.5	1																			
#end																																	
																																	
#vests																																	
Id		Price	Weight	InventoryWidthSize	SlotCapacity	ReloadTurnBonus	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																					
pmc_vest		800	4	1	3	2	0.08	150	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 0 poison 0 shock 0 beam 4																					
pmc_vest_armored		1000	5	1	3	2	0.08	200	0	FALSE	armor	blunt 8 pierce 8 lacer 0 fire 8 cold 0 poison 0 shock 0 beam 8																					
bandit_vest		20	1	1	2	0	0.08	60	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																					
bandit_vest_armored		40	3	1	2	0	0.08	60	0	FALSE	trash_armor	blunt 6 pierce 6 lacer 0 fire 0 cold 4 poison 0 shock 0 beam 0																					
army_vest		500	2	1	2	1	0.08	100	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																					
cevlar_vest		500	3	1	1	0	0.08	150	0	FALSE	armor	blunt 0 pierce 8 lacer 8 fire 0 cold 0 poison 0 shock 0 beam 4																					
cevlar_vest_pockets		800	4	1	2	0	0.08	150	0	FALSE	armor	blunt 0 pierce 8 lacer 8 fire 0 cold 0 poison 0 shock 0 beam 6																					
ceramit_vest		1600	6	1	1	0	0.08	200	0	FALSE	heavy_armor	blunt 10 pierce 10 lacer 10 fire 0 cold 0 poison 0 shock 8 beam 8																					
snake_belt		400	1	1	1	0	0.08	50	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 10 shock 0 beam 0																					
#end																																	
																																	
#armors																																	
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																								
doom_armor		800	6.5	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 0																								
ancom_armor		1000	4.6	1	180	0	FALSE	heavy_armor	blunt 16 pierce 0 lacer 16 fire 16 cold 16 poison 0 shock 16 beam 16																								
bandit_armor		20	1.8	1	80	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 4 fire 0 cold 0 poison 0 shock 0 beam 0																								
civres_armor		800	4.8	1	200	0	FALSE	armor	blunt 6 pierce 6 lacer 12 fire 12 cold 0 poison 0 shock 0 beam 10																								
cultist_armor		1200	5.1	1	100	0	FALSE	armor	blunt 14 pierce 0 lacer 14 fire 16 cold 0 poison 16 shock 16 beam 16																								
power_armor		800	5.3	1	160	0	FALSE	armor	blunt 14 pierce 0 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 14																								
realwear_armor		1000	4.7	1	200	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																								
smuggler_armor		400	2.6	1	90	0	FALSE	trash_armor	blunt 0 pierce 5 lacer 5 fire 6 cold 0 poison 0 shock 0 beam 6																								
solnet_armor		800	4.5	1	190	0	FALSE	heavy_armor	blunt 0 pierce 10 lacer 0 fire 16 cold 12 poison 12 shock 12 beam 16																								
worker_armor		600	3.1	1	100	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 8 cold 0 poison 6 shock 0 beam 8																								
pmc_armor		600	3.7	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 6 cold 4 poison 0 shock 0 beam 0																								
security_armor		600	4	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 6 fire 0 cold 0 poison 0 shock 8 beam 6																								
rw_militia_vest		100	1.6	1	80	0	FALSE	armor	blunt 4 pierce 4 lacer 6 fire 0 cold 4 poison 0 shock 0 beam 0																								
rw_warlord_armor		1000	6.8	1	250	0	FALSE	heavy_armor	blunt 19 pierce 19 lacer 19 fire 19 cold 19 poison 0 shock 0 beam 19																								
svn_cap_vest		100	1.2	1	70	0	FALSE	armor	blunt 0 pierce 0 lacer 2 fire 4 cold 4 poison 0 shock 0 beam 4																								
svn_heavy_armor		800	6.4	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 14																								
daydream_chem_vest		200	3.4	1	90	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 6 cold 0 poison 10 shock 0 beam 6																								
daydream_armored_vest		400	4.4	1	160	0	FALSE	armor	blunt 0 pierce 6 lacer 6 fire 6 cold 0 poison 10 shock 0 beam 6																								
sl_power_armor		1000	4.5	1	200	0	FALSE	heavy_armor	blunt 0 pierce 16 lacer 0 fire 16 cold 16 poison 16 shock 16 beam 16																								
dilthey_medium_armor		1000	2.3	1	220	0	FALSE	heavy_armor	blunt 8 pierce 4 lacer 4 fire 8 cold 8 poison 0 shock 12 beam 14																								
mercury_armor		1000	2.9	1	80	0	FALSE	armor	blunt 0 pierce 6 lacer 7 fire 10 cold 0 poison 10 shock 0 beam 10																								
ancom_police_armor		400	3.1	1	100	0	FALSE	armor	blunt 10 pierce 10 lacer 10 fire 4 cold 0 poison 0 shock 4 beam 0																								
ancom_agent_armor		600	2	1	100	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 14 cold 14 poison 10 shock 12 beam 14																								
church_priest_shirt		100	2.8	1	100	0	FALSE	cloth	blunt 0 pierce 0 lacer 10 fire 8 cold 6 poison 4 shock 0 beam 6																								
church_power_armor		1000	5	1	160	0	FALSE	armor	blunt 0 pierce 16 lacer 16 fire 16 cold 16 poison 16 shock 0 beam 16																								
pb_vest		100	1.2	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																								
pb_heavy_armor		600	5.5	1	170	0	FALSE	armor	blunt 12 pierce 10 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																								
franch_heavy_armor		600	4.9	1	200	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																								
moon_heavy_armor		100	5.9	1	180	0	FALSE	moon_armor	blunt 13 pierce 13 lacer 4 fire 8 cold 0 poison 0 shock 9 beam 0																								
moon_armor		100	4	1	90	0	FALSE	moon_armor	blunt 9 pierce 9 lacer 4 fire 7 cold 0 poison 0 shock 6 beam 0																								
core_hard_vest		100	1.3	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 0 fire 2 cold 4 poison 0 shock 0 beam 4																								
core_power_armor		1000	7.2	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 0																								
employee_vest		100	1.4	1	50	0	FALSE	cloth	blunt 4 pierce 0 lacer 2 fire 2 cold 4 poison 0 shock 2 beam 0																								
spider_armor		20	3.2	1	90	0	FALSE		blunt 4 pierce 0 lacer 4 fire 0 cold 0 poison 4 shock 0 beam 4																								
jackal_armor		400	1.9	1	80	0	FALSE	trash_armor	blunt 4 pierce 6 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																								
green_tshirt		10	0.3	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																								
green_vest		10	1.8	1	50	0	FALSE	cloth	blunt 2 pierce 2 lacer 2 fire 2 cold 4 poison 0 shock 0 beam 0																								
blue_tshirt		10	0.3	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																								
prison_tshirt		10	1.3	1	50	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 0 poison 2 shock 0 beam 0																								
singlet_shirt		10	0.1	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 1 poison 0 shock 0 beam 0																								
scientist_shirt		10	1.6	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 4 poison 4 shock 0 beam 4																								
hyber_shirt		10	0.5	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																								
azt_light_armor		100	1.1	1	70	0	FALSE	venus_armor	blunt 4 pierce 0 lacer 7 fire 0 cold 6 poison 12 shock 0 beam 0																								
azt_heavy_armor		100	2.2	1	90	0	FALSE	venus_armor	blunt 12 pierce 0 lacer 9 fire 0 cold 4 poison 10 shock 0 beam 0																								
#end																																	
																																	
#helmets																																	
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																								
doom_helmet		800	3.2	1	230	0	FALSE	heavy_armor	blunt 10 pierce 10 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 0																								
ancom_helmet		1000	2.5	1	160	0	FALSE	heavy_armor	blunt 14 pierce 0 lacer 14 fire 14 cold 14 poison 0 shock 14 beam 14																								
bandit_helmet		40	0.9	1	60	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 4 fire 0 cold 0 poison 2 shock 0 beam 0																								
civres_helmet		800	2.6	1	180	0	FALSE	armor	blunt 6 pierce 4 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 8																								
cultist_helmet		1200	3	1	100	0	FALSE	armor	blunt 8 pierce 0 lacer 8 fire 12 cold 0 poison 12 shock 12 beam 12																								
power_helmet		800	2.4	1	150	0	FALSE	armor	blunt 12 pierce 0 lacer 12 fire 10 cold 10 poison 0 shock 0 beam 12																								
realwear_helmet		1000	2.6	1	170	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 14 cold 14 poison 0 shock 0 beam 14																								
smuggler_helmet		400	1.5	1	80	0	FALSE	trash_armor	blunt 0 pierce 3 lacer 3 fire 4 cold 0 poison 0 shock 0 beam 4																								
solnet_helmet		800	2.4	1	180	0	FALSE	heavy_armor	blunt 0 pierce 8 lacer 0 fire 14 cold 12 poison 10 shock 10 beam 14																								
worker_helmet		600	1.9	1	90	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 6 cold 0 poison 4 shock 0 beam 6																								
pmc_helmet		600	1.6	1	90	0	FALSE	armor	blunt 8 pierce 6 lacer 6 fire 4 cold 4 poison 0 shock 0 beam 0																								
rw_militia_helmet		600	1	1	70	0	FALSE	armor	blunt 6 pierce 4 lacer 6 fire 0 cold 2 poison 0 shock 0 beam 0																								
rw_warlord_helmet		1000	3.6	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																								
svn_cap_hat		100	0.5	1	60	0	FALSE	cloth	blunt 0 pierce 0 lacer 2 fire 4 cold 4 poison 0 shock 0 beam 4																								
svn_heavy_helmet		800	3.1	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 12																								
daydream_chem_helmet		200	2	1	80	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 6 cold 0 poison 12 shock 0 beam 6																								
daydream_armored_helmet		400	2.2	1	150	0	FALSE	armor	blunt 0 pierce 6 lacer 6 fire 6 cold 0 poison 12 shock 0 beam 6																								
sl_power_helmet		1000	2.8	1	190	0	FALSE	heavy_armor	blunt 0 pierce 14 lacer 0 fire 14 cold 14 poison 14 shock 14 beam 14																								
dilthey_medium_helmet		1000	1.1	1	190	0	FALSE	heavy_armor	blunt 6 pierce 4 lacer 4 fire 6 cold 6 poison 0 shock 10 beam 10																								
mercury_diadema		100	1.3	1	70	0	FALSE		blunt 0 pierce 4 lacer 4 fire 10 cold 0 poison 10 shock 0 beam 10																								
ron_mask		100	1.8	1	70	0	FALSE		blunt 10 pierce 10 lacer 10 fire 0 cold 0 poison 0 shock 0 beam 0																								
ancom_police_mask		400	1.8	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 4 cold 0 poison 0 shock 4 beam 0																								
ancom_agent_mask		600	1.2	1	90	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 12 cold 12 poison 10 shock 14 beam 14																								
church_priest_helmet		100	1.7	1	90	0	FALSE	armor	blunt 0 pierce 0 lacer 2 fire 4 cold 6 poison 6 shock 0 beam 10																								
church_power_helmet		1000	2.2	1	150	0	FALSE	armor	blunt 0 pierce 14 lacer 14 fire 14 cold 14 poison 14 shock 0 beam 14																								
church_head_device		100	0.5	1	20	0	FALSE		blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																								
pb_hard_hat		200	1	1	50	0	FALSE	trash_armor	blunt 4 pierce 0 lacer 4 fire 0 cold 0 poison 0 shock 0 beam 0																								
pb_heavy_helmet		600	2.6	1	160	0	FALSE	armor	blunt 10 pierce 8 lacer 10 fire 0 cold 0 poison 0 shock 0 beam 0																								
franch_helmet		400	1.7	1	90	0	FALSE	armor	blunt 8 pierce 6 lacer 6 fire 0 cold 0 poison 0 shock 8 beam 6																								
franch_heavy_mask		600	2.7	1	200	0	FALSE	heavy_armor	blunt 12 pierce 12 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																								
moon_helmet		100	1.8	1	80	0	FALSE	moon_armor	blunt 7 pierce 7 lacer 4 fire 5 cold 0 poison 0 shock 3 beam 0																								
core_hard_hat		200	0.9	1	50	0	FALSE	trash_armor	blunt 4 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 4																								
core_power_helmet		1000	3.9	1	240	0	FALSE	heavy_armor	blunt 12 pierce 12 lacer 12 fire 10 cold 10 poison 0 shock 0 beam 0																								
employee_hat		100	0.2	1	40	0	FALSE	cloth	blunt 2 pierce 0 lacer 2 fire 0 cold 0 poison 0 shock 2 beam 0																								
spider_hemlet		20	1.5	1	80	0	FALSE		blunt 6 pierce 0 lacer 4 fire 0 cold 0 poison 2 shock 0 beam 4																								
jackal_helmet		400	0.8	1	70	0	FALSE	trash_armor	blunt 2 pierce 2 lacer 2 fire 0 cold 0 poison 12 shock 0 beam 0																								
balaklava		10	0.2	1	20	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 4 poison 0 shock 0 beam 0																								
azt_plum_helmet		100	0.6	1	60	0	FALSE	venus_armor	blunt 8 pierce 7 lacer 0 fire 0 cold 4 poison 8 shock 0 beam 0																								
azt_mask		100	1.2	1	80	0	FALSE	venus_armor	blunt 12 pierce 9 lacer 0 fire 0 cold 4 poison 8 shock 0 beam 0																								
christmas_hat		100	0.2	1	50	0	FALSE	cloth	blunt 1 pierce 0 lacer 1 fire 0 cold 6 poison 0 shock 0 beam 0																								
#end																																	
																																	
#leggings																																	
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																								
doom_pants		800	6.1	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 0																								
ancom_pants		1000	4.2	1	180	0	FALSE	heavy_armor	blunt 16 pierce 0 lacer 16 fire 16 cold 16 poison 0 shock 16 beam 16																								
bandit_pants		20	1.7	1	80	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 4 fire 0 cold 0 poison 2 shock 0 beam 0																								
civres_pants		800	4.4	1	190	0	FALSE	armor	blunt 6 pierce 6 lacer 12 fire 12 cold 0 poison 0 shock 0 beam 12																								
cultist_pants		1200	4	1	100	0	FALSE	armor	blunt 14 pierce 0 lacer 14 fire 16 cold 0 poison 16 shock 16 beam 16																								
power_pants		800	5.1	1	160	0	FALSE	armor	blunt 14 pierce 0 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 14																								
realwear_pants		1000	4.3	1	200	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																								
smuggler_pants		400	2.2	1	90	0	FALSE	trash_armor	blunt 0 pierce 5 lacer 5 fire 6 cold 0 poison 0 shock 0 beam 6																								
solnet_pants		800	4.1	1	190	0	FALSE	heavy_armor	blunt 0 pierce 10 lacer 0 fire 16 cold 12 poison 12 shock 12 beam 16																								
worker_pants		600	3	1	100	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 6 cold 0 poison 6 shock 0 beam 8																								
pmc_pants		600	3.5	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 6 cold 4 poison 0 shock 0 beam 0																								
rw_militia_pants		100	1.6	1	80	0	FALSE	cloth	blunt 4 pierce 4 lacer 6 fire 0 cold 4 poison 0 shock 0 beam 0																								
rw_warlord_pants		1000	6.4	1	250	0	FALSE	heavy_armor	blunt 19 pierce 19 lacer 19 fire 19 cold 19 poison 0 shock 0 beam 19																								
svn_cap_pants		100	1.3	1	70	0	FALSE	cloth	blunt 0 pierce 0 lacer 2 fire 4 cold 4 poison 0 shock 0 beam 4																								
svn_heavy_pants		800	6	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 14																								
daydream_chem_pants		200	3.2	1	90	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 6 cold 0 poison 10 shock 0 beam 6																								
daydream_armored_pants		400	4	1	160	0	FALSE	armor	blunt 0 pierce 4 lacer 4 fire 6 cold 0 poison 10 shock 0 beam 6																								
sl_power_pants		1000	4.8	1	200	0	FALSE	heavy_armor	blunt 0 pierce 16 lacer 0 fire 16 cold 16 poison 16 shock 16 beam 16																								
ancom_police_pants		400	3.2	1	100	0	FALSE	armor	blunt 10 pierce 10 lacer 10 fire 4 cold 0 poison 0 shock 4 beam 0																								
dilthey_medium_pants		1000	2.0	1	200	0	FALSE	heavy_armor	blunt 8 pierce 4 lacer 4 fire 8 cold 8 poison 0 shock 12 beam 14																								
ancom_agent_pants		600	1.8	1	100	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 14 cold 14 poison 10 shock 12 beam 14																								
church_priest_pants		100	2.4	1	100	0	FALSE	cloth	blunt 0 pierce 0 lacer 10 fire 8 cold 6 poison 4 shock 0 beam 6																								
church_power_pants		1000	4.9	1	160	0	FALSE	armor	blunt 0 pierce 16 lacer 16 fire 16 cold 16 poison 16 shock 0 beam 16																								
pb_pants		100	1.6	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																								
pb_heavy_pants		600	5.3	1	170	0	FALSE	armor	blunt 12 pierce 10 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																								
franch_pants		400	3.6	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 6 fire 0 cold 0 poison 0 shock 8 beam 6																								
franch_heavy_pants		600	4.8	1	200	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																								
moon_pants		100	3.5	1	90	0	FALSE	moon_armor	blunt 9 pierce 9 lacer 4 fire 7 cold 0 poison 0 shock 6 beam 0																								
core_hard_pants		100	1.7	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 0 fire 2 cold 4 poison 0 shock 0 beam 4																								
core_power_pants		1000	7.1	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 0																								
employee_pants		100	1.5	1	50	0	FALSE	cloth	blunt 4 pierce 0 lacer 2 fire 2 cold 4 poison 0 shock 2 beam 0																								
