#monsterdrop_test1				\r
TechLevel	ContentIds	Weight	Points	\r
	synthBeef	30	14	\r
	rocketCandy	30	14	\r
	wagyu_steak	5	42	\r
	servo_backpack	10	42	\r
	bandit_vest	15	28	\r
	worker_armor	10	28	\r
	worker_helmet	10	28	\r
	worker_pants	10	28	\r
	worker_boots	10	28	\r
	core_hard_vest	10	28	\r
	core_hard_hat	10	28	\r
	core_hard_pants	10	28	\r
	pb_vest	10	28	\r
	pb_hard_hat	10	28	\r
	pb_pants	10	28	\r
	pb_boots	10	28	\r
	prison_tshirt	10	28	\r
	prison_pants	10	28	\r
	singlet_shirt	10	28	\r
	brown_pants	10	28	\r
	common_boots	10	28	\r
	armor_shards	25	14	\r
	blunt_melee_shards	25	6	\r
	pierce_melee_shards	25	6	\r
	broken_weapon	25	3	\r
	rusty_shards	30	7	\r
	coarse_gears	30	9	\r
	rod	30	7	\r
	tape	10	28	\r
	handmade_frag_grenade	10	14	\r
	handmade_thermal_grenade	10	14	\r
	frag_mine	10	14	\r
	packaged_industrial_robot	5	112	\r
	spider_meat	10	3	\r
	plastic	30	3	\r
	powder	30	2	\r
	glass	30	6	\r
	metal_tread	30	9	\r
	wire	40	12	\r
	rubber	30	3	\r
	tread	30	6	\r
	explosives	30	14	\r
	acid	30	9	\r
	tin	30	6	\r
	glassBottle	30	9	\r
	regular_food_container	15	56	\r
	military_food_container	15	70	\r
	luxury_food_container	15	112	\r
	water_container	15	42	\r
	alcogol_container	15	112	\r
	regular_clothing_container	15	56	\r
	miner_clothing_container	15	70	\r
	worker_clothing_container	15	84	\r
	scientist_clothing_container	15	84	\r
	security_clothing_container	15	98	\r
	weapon_container	15	140	\r
	armor_container	15	112	\r
	tool_container	15	84	\r
	robot_parts_container	15	56	\r
	electrical_parts_container	15	56	\r
	military_parts_container	15	70	\r
	engineering_parts_container	15	56	\r
	ai_module	15	112	\r
	communication_relay	15	56	\r
	defibrillator_device	15	84	\r
	quasi_sensor_device	15	84	\r
	geoscanner_device	15	84	\r
	welding_machine_device	30	52	\r
	medical_equipment	15	70	\r
	scientific_equipment	15	84	\r
	mining_equipment	15	56	\r
	construction_equipment	15	56	\r
	chemical_analyzer	15	42	\r
	hydraulic_pump	15	42	\r
	quasiresearch_disk	15	84	\r
	research_disk	15	98	\r
	prototype_schematics	15	112	\r
	management_unit	15	28	\r
	darknet_unit	20	56	\r
	military_unit	15	56	\r
	memory_software	20	64	\r
	entertainment_software	15	70	\r
	expert_disk	15	42	\r
	quasisamples	15	112	\r
	biomass_tank	15	28	\r
	precious_metals	15	140	\r
	drug_cargo	15	140	\r
	gunbang_magazine	15	70	\r
	medical_components	15	84	\r
	watermelon	15	70	\r
	itemChip	30	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	140	\r
	classUSB	15	140	\r
#end				\r
				\r
#itemdrop_military1				\r
TechLevel	ContentIds	Weight	Points	\r
	civres_pistol_2	10	70	\r
	desert_shotgun	10	70	\r
	bandit_shotgun	10	70	\r
	civres_smg	10	70	\r
	bandit_assault	10	70	\r
	civres_assault	10	70	\r
	civres_marksman	10	70	\r
	regular_launcher	10	70	\r
	heavy_armorpierce_ammo	30	14	\r
	shotgun_flechette_ammo	30	14	\r
	pistol_basic_ammo	30	21	\r
	shotgun_bullet_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	gas_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	14	\r
	splint	30	14	\r
	antiradin	30	14	\r
	antibiotics	30	14	\r
	sorbent	30	14	\r
	sigs_kosmos	30	14	\r
	painkillers	30	14	\r
	vodka	30	14	\r
	rottenMeat	30	14	\r
	plaster	30	14	\r
	military_kit	30	14	\r
	mre_pack	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	redSoda	30	14	\r
	water	30	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	5	56	\r
	big_backpack	5	56	\r
	army_vest	20	42	\r
	cevlar_vest	20	42	\r
	smuggler_armor	10	28	\r
	smuggler_helmet	10	28	\r
	smuggler_pants	10	28	\r
	smuggler_boots	10	28	\r
	jackal_armor	10	28	\r
	jackal_helmet	10	28	\r
	jackal_pants	10	28	\r
	jackal_boots	10	28	\r
	green_tshirt	10	28	\r
	green_vest	10	28	\r
	balaklava	10	28	\r
	dark_pants	10	28	\r
	common_boots	10	28	\r
	armor_shards	30	14	\r
	weapon_shards	30	14	\r
	tape	10	28	\r
	thermal_grenade	20	28	\r
	stun_grenade	20	28	\r
	trowing_knife	20	28	\r
	stationary_turret	10	28	\r
	frag_mine	20	28	\r
	packaged_security_robot	5	112	\r
	personalKey	15	42	\r
	plastic	30	3	\r
	powder	30	2	\r
	glass	30	6	\r
	metal_tread	30	9	\r
	wire	40	12	\r
	rubber	30	3	\r
	tread	30	6	\r
	explosives	30	14	\r
	acid	30	9	\r
	tin	30	6	\r
	glassBottle	30	9	\r
	regular_food_container	15	56	\r
	military_food_container	15	70	\r
	luxury_food_container	15	112	\r
	water_container	15	42	\r
	alcogol_container	15	112	\r
	regular_clothing_container	15	56	\r
	miner_clothing_container	15	70	\r
	worker_clothing_container	15	84	\r
	scientist_clothing_container	15	84	\r
	security_clothing_container	15	98	\r
	weapon_container	15	140	\r
	armor_container	15	112	\r
	tool_container	15	84	\r
	robot_parts_container	15	56	\r
	electrical_parts_container	15	56	\r
	military_parts_container	15	70	\r
	engineering_parts_container	15	56	\r
	ai_module	15	112	\r
	communication_relay	15	56	\r
	defibrillator_device	15	84	\r
	quasi_sensor_device	15	84	\r
	geoscanner_device	15	84	\r
	welding_machine_device	20	84	\r
	medical_equipment	15	70	\r
	scientific_equipment	15	84	\r
	mining_equipment	15	56	\r
	construction_equipment	15	56	\r
	chemical_analyzer	15	42	\r
	hydraulic_pump	15	42	\r
	quasiresearch_disk	15	84	\r
	research_disk	15	98	\r
	prototype_schematics	15	112	\r
	management_unit	15	28	\r
	darknet_unit	20	56	\r
	military_unit	30	28	\r
	memory_software	20	84	\r
	entertainment_software	15	70	\r
	expert_disk	15	42	\r
	quasisamples	15	112	\r
	biomass_tank	15	28	\r
	precious_metals	15	140	\r
	drug_cargo	15	140	\r
	gunbang_magazine	15	70	\r
	medical_components	15	84	\r
	watermelon	15	70	\r
	itemChip	30	140	\r
	mediumItemChip	15	280	\r
	merkUSB	15	84	\r
	classUSB	30	140	\r
#end				\r
				\r
#itemdrop_tutorial				\r
TechLevel	ContentIds	Weight	Points	\r
	army_knife	20	42	\r
	miner_knife	20	42	\r
	corp_bone	20	42	\r
	machete	20	42	\r
	metal_pipe	20	42	\r
	scarp_club	20	42	\r
	pmc_club	20	42	\r
	corp_hand	20	42	\r
	corp_leg	20	42	\r
	hatchet	20	42	\r
	choppa_axe	20	42	\r
	bandit_axe	20	42	\r
	bandit_sawblade	20	42	\r
	miner_pistol	10	70	\r
	army_pistol	10	70	\r
	pmc_pistol	10	70	\r
	spec_pistol	10	70	\r
	dark_pistol	10	70	\r
	rail_pistol	10	70	\r
	petrov_pistol	10	70	\r
	pmc_shotgun	10	70	\r
	desert_shotgun	10	70	\r
	bandit_shotgun	10	70	\r
	pmc_smg	10	70	\r
	bandit_smg	10	70	\r
	bandit_assault	10	70	\r
	desert_assault	10	70	\r
	desert_marksman	10	70	\r
	miner_mg	10	70	\r
	desert_hmg	10	70	\r
	miner_disctrower	5	70	\r
	miner_flametrower	5	70	\r
	pistol_basic_ammo	30	21	\r
	miner_bolts_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	battery_crafted_charge	30	21	\r
	gas_ammo	30	21	\r
	sawblade_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	14	\r
	morphine	30	14	\r
	splint	30	14	\r
	antibiotics	30	14	\r
	medicalClue	30	14	\r
	naloxone	5	14	\r
	sorbent	30	14	\r
	sigs_kosmos	30	14	\r
	rags	30	14	\r
	antidote	30	14	\r
	bloodBag	30	14	\r
	painkillers	30	14	\r
	vodka	5	14	\r
	wiskey	5	14	\r
	armagnac	5	14	\r
	meat1	30	14	\r
	furuncle	30	14	\r
	blueSoda	30	14	\r
	cannedMeat	30	14	\r
	cannedVeg	30	14	\r
	chocolateBar	30	14	\r
	mre_pack	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	redSoda	30	14	\r
	water	30	14	\r
	beer	30	14	\r
	burgerMeat	30	14	\r
	burgerVeg	30	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	10	14	\r
	small_backpack	10	42	\r
	medium_backpack	5	42	\r
	bandit_vest	20	42	\r
	army_vest	20	42	\r
	bandit_armor	10	42	\r
	smuggler_armor	10	42	\r
	pmc_armor	20	42	\r
	security_armor	20	42	\r
	green_tshirt	20	42	\r
	green_vest	20	42	\r
	blue_tshirt	20	42	\r
	singlet_shirt	20	42	\r
	scientist_shirt	20	42	\r
	bandit_helmet	10	42	\r
	smuggler_helmet	10	42	\r
	pmc_helmet	20	42	\r
	balaklava	20	42	\r
	blue_pants	20	42	\r
	brown_pants	20	42	\r
	yellow_pants	20	42	\r
	dark_pants	20	42	\r
	prison_pants	20	42	\r
	pmc_pants	20	42	\r
	bandit_pants	10	42	\r
	smuggler_pants	10	42	\r
	bandit_boots	10	42	\r
	smuggler_boots	10	42	\r
	pmc_boots	20	42	\r
	blue_boots	20	42	\r
	broun_boots	20	42	\r
	armor_shards	25	14	\r
	weapon_shards	25	14	\r
	pierce_melee_shards	25	14	\r
	blunt_melee_shards	25	14	\r
	armor_repair_kit	25	14	\r
	weapon_repair_kit	25	14	\r
	melee_repair_kit	25	14	\r
	automap	25	14	\r
	frag_grenade	25	14	\r
	thermal_grenade	25	14	\r
	stun_grenade	25	14	\r
	trowable_heart	10	14	\r
	frag_mine	25	14	\r
	stationary_turret	10	14	\r
	human_wrist	30	7	\r
	human_feet	30	7	\r
	human_skin	30	7	\r
	human_poop	30	7	\r
	human_rib	30	7	\r
	human_skull	30	7	\r
	human_ear	30	7	\r
	human_aye	30	7	\r
	broken_weapon	30	7	\r
	plastic	30	7	\r
	powder	30	7	\r
	glass	30	7	\r
	metal_tread	30	7	\r
	tape	30	7	\r
	rubber	30	7	\r
	explosives	30	7	\r
	acid	30	7	\r
	tin	30	7	\r
	glassBottle	30	7	\r
	personalKey	30	7	\r
	circuit_board	30	7	\r
	ledgerBook	30	7	\r
	rod	30	7	\r
	rusty_shards	30	7	\r
	coarse_gears	30	7	\r
	spring	30	7	\r
	capacitor	15	14	\r
	microelectronics	15	14	\r
	transformer	30	14	\r
	bulb	15	14	\r
	ceramite_shards	15	14	\r
	lens	15	14	\r
#end				\r
				\r
#itemdrop_venusDrop1				\r
TechLevel	ContentIds	Weight	Points	\r
	azt_sickle	10	70	\r
	azt_club	10	70	\r
	corp_hand	20	28	\r
	corp_leg	20	28	\r
	corp_bone	20	42	\r
	azt_big_axe	10	70	\r
	azt_pistol	10	70	\r
	azt_shotgun	10	70	\r
	azt_rifle	10	70	\r
	quasi_basic_ammo	10	70	\r
	rags	20	7	\r
	aztec_rags	5	70	\r
	meat1	20	2	\r
	spider_meat	20	2	\r
	furuncle	20	14	\r
	slanina	20	14	\r
	rottenMeat	20	7	\r
	spider_hemlet	10	28	\r
	spider_armor	10	28	\r
	spider_pants	10	28	\r
	spider_boots	10	28	\r
	azt_light_armor	10	28	\r
	azt_heavy_armor	10	28	\r
	azt_plum_helmet	10	28	\r
	azt_mask	10	28	\r
	azt_linecloth	10	28	\r
	azt_boots	10	28	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	redSoda	30	14	\r
	water	30	14	\r
	pistol_basic_ammo	30	21	\r
	miner_bolts_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	trowable_heart	30	7	\r
	human_wrist	30	2	\r
	human_feet	30	2	\r
	human_skin	30	2	\r
	human_poop	30	2	\r
	human_rib	30	2	\r
	human_skull	30	2	\r
	human_ear	30	2	\r
	human_aye	30	2	\r
	itemChip	40	56	\r
	mediumItemChip	10	112	\r
	merkUSB	20	56	\r
	classUSB	20	56	\r
#end				\r
				\r
#itemdrop_mercuryDrop1				\r
TechLevel	ContentIds	Weight	Points	\r
	army_knife	15	28	\r
	miner_knife	15	28	\r
	metal_pipe	15	7	\r
	scarp_club	15	14	\r
	pmc_club	10	14	\r
	hatchet	10	14	\r
	choppa_axe	10	28	\r
	bandit_sawblade	5	42	\r
	miner_pistol	15	14	\r
	army_pistol	15	14	\r
	army_pistol_2	10	28	\r
	army_pistol_3	5	42	\r
	pmc_pistol_2	10	28	\r
	spec_pistol	10	28	\r
	dark_pistol	10	28	\r
	dark_pistol_2	5	42	\r
	rail_pistol	5	42	\r
	rail_pistol_2	5	56	\r
	petrov_pistol	25	14	\r
	petrov_pistol_2	20	28	\r
	petrov_pistol_3	15	42	\r
	pmc_shotgun	20	28	\r
	dark_shotgun	15	14	\r
	spec_shotgun	10	56	\r
	bandit_shotgun	15	28	\r
	army_sniper	5	70	\r
	miner_mg	20	70	\r
	miner_disctrower	20	70	\r
	miner_flametrower	15	70	\r
	pistol_basic_ammo	15	7	\r
	pistol_burst_ammo	10	14	\r
	miner_bolts_ammo	5	7	\r
	shotgun_bullet_ammo	10	14	\r
	shotgun_shrapnel_ammo	15	7	\r
	shotgun_flechette_ammo	10	14	\r
	shotgun_dragon_ammo	5	28	\r
	gas_ammo	20	14	\r
	sawblade_ammo	15	14	\r
	bandage	25	14	\r
	medpack	15	56	\r
	morphine	5	28	\r
	splint	25	14	\r
	antibiotics	10	14	\r
	medicalClue	10	28	\r
	naloxone	5	14	\r
	sorbent	15	14	\r
	surgicalKit	5	56	\r
	sigs_kosmos	10	42	\r
	rags	25	7	\r
	antidote	5	21	\r
	bloodBag	10	21	\r
	painkillers	10	14	\r
	beer	5	14	\r
	vodka	5	28	\r
	wiskey	5	28	\r
	blueSoda	25	7	\r
	cannedMeat	15	28	\r
	cannedVeg	15	28	\r
	packedGoodRation	20	14	\r
	packedRation	20	14	\r
	redSoda	20	7	\r
	water	20	14	\r
	synthChicken	25	7	\r
	synthBeef	25	7	\r
	rocketCandy	5	7	\r
	small_backpack	20	14	\r
	medium_backpack	5	56	\r
	servo_backpack	10	42	\r
	bandit_vest	20	28	\r
	army_vest	15	28	\r
	snake_belt	1	42	\r
	christmas_hat	0	42	\r
	bandit_armor	20	28	\r
	smuggler_armor	20	28	\r
	worker_armor	15	42	\r
	green_tshirt	25	14	\r
	green_vest	25	14	\r
	singlet_shirt	25	7	\r
	bandit_helmet	20	28	\r
	smuggler_helmet	20	28	\r
	worker_helmet	15	42	\r
	blue_pants	25	14	\r
	brown_pants	25	14	\r
	bandit_pants	20	14	\r
	smuggler_pants	20	28	\r
	worker_pants	15	42	\r
	bandit_boots	20	28	\r
	smuggler_boots	20	28	\r
	worker_boots	15	42	\r
	armor_shards	30	14	\r
	weapon_shards	30	14	\r
	pierce_melee_shards	25	14	\r
	blunt_melee_shards	25	14	\r
	armor_repair_kit	20	28	\r
	weapon_repair_kit	20	28	\r
	melee_repair_kit	15	28	\r
	frag_grenade	15	14	\r
	thermal_grenade	10	14	\r
	frag_mine	25	14	\r
	fire_turret	10	70	\r
	broken_weapon	30	7	\r
	plastic	30	7	\r
	glass	30	7	\r
	metal_tread	30	7	\r
	tape	30	7	\r
	wire	40	7	\r
	rubber	30	7	\r
	explosives	30	7	\r
	acid	30	7	\r
	tin	30	7	\r
	gas_ammo	30	7	\r
	glassBottle	30	7	\r
	personalKey	30	7	\r
	circuit_board	30	7	\r
	ledgerBook	30	7	\r
	rod	30	7	\r
	rusty_shards	30	7	\r
	coarse_gears	30	7	\r
	spring	30	7	\r
	capacitor	15	14	\r
	microelectronics	15	14	\r
	transformer	15	14	\r
	bulb	15	14	\r
	ceramite_shards	15	14	\r
	lens	15	14	\r
	itemChip	40	56	\r
	mediumItemChip	10	112	\r
	merkUSB	20	56	\r
	classUSB	20	56	\r
#end				\r
				\r
#itemdrop_labDrop1				\r
TechLevel	ContentIds	Weight	Points	\r
	rail_pistol	10	70	\r
	tech_pistol	10	70	\r
	tech_pistol_2	10	70	\r
	daydream_frostgun	10	70	\r
	sl_pistol	10	70	\r
	tech_smg	10	70	\r
	tech_pistol_3	10	70	\r
	toxic_smg	10	70	\r
	tech_rifle	10	70	\r
	rail_rifle	10	70	\r
	toxic_trower	10	70	\r
	battery_charge	10	70	\r
	shotgun_dragon_ammo	10	70	\r
	pistol_basic_ammo	30	21	\r
	gas_ammo	30	21	\r
	toxic_ammo	30	21	\r
	medicalClue	30	14	\r
	naloxone	30	14	\r
	morphine	30	14	\r
	bandage	30	14	\r
	medpack	30	14	\r
	splint	30	14	\r
	antiradin	30	14	\r
	antibiotics	30	14	\r
	sorbent	30	14	\r
	surgicalKit	30	14	\r
	sigs_kosmos	30	14	\r
	antidote	30	14	\r
	bloodBag	30	14	\r
	painkillers	30	14	\r
	armagnac	30	14	\r
	nanoinjection	30	14	\r
	plaster	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	water	30	14	\r
	burgerMeat	30	14	\r
	burgerVeg	30	14	\r
	rocketCandy	5	56	\r
	truffle_oil	5	42	\r
	tuna_steak	5	56	\r
	small_backpack	10	42	\r
	medium_backpack	10	70	\r
	daydream_chem_vest	10	28	\r
	daydream_chem_helmet	10	28	\r
	daydream_chem_pants	10	28	\r
	daydream_chem_boots	10	28	\r
	security_armor	10	28	\r
	blue_tshirt	10	28	\r
	blue_pants	10	28	\r
	scientist_shirt	10	28	\r
	broun_boots	10	28	\r
	common_boots	10	28	\r
	armor_shards	20	14	\r
	microelectronics	15	28	\r
	ceramite_shards	15	28	\r
	capacitor	15	28	\r
	tape	10	28	\r
	nanorobot_grenade	10	112	\r
	spider_poisongland	20	28	\r
	organsBox	15	70	\r
	cyborg_head	15	28	\r
	circuit_board	15	28	\r
	plastic	30	3	\r
	powder	30	2	\r
	glass	30	6	\r
	metal_tread	30	9	\r
	wire	40	12	\r
	rubber	30	3	\r
	tread	30	6	\r
	explosives	30	14	\r
	acid	30	9	\r
	tin	30	6	\r
	glassBottle	15	9	\r
	poppy_box	15	28	\r
	ledgerBook	15	28	\r
	lens	15	28	\r
	transformer	20	28	\r
	bulb	15	28	\r
	regular_food_container	15	56	\r
	military_food_container	15	70	\r
	luxury_food_container	15	112	\r
	water_container	15	42	\r
	alcogol_container	15	112	\r
	regular_clothing_container	15	56	\r
	miner_clothing_container	15	70	\r
	worker_clothing_container	15	84	\r
	scientist_clothing_container	15	84	\r
	security_clothing_container	15	98	\r
	weapon_container	15	140	\r
	armor_container	15	112	\r
	tool_container	15	84	\r
	robot_parts_container	15	56	\r
	electrical_parts_container	15	56	\r
	military_parts_container	15	70	\r
	engineering_parts_container	15	56	\r
	ai_module	15	112	\r
	communication_relay	15	56	\r
	defibrillator_device	15	84	\r
	quasi_sensor_device	15	84	\r
	geoscanner_device	15	84	\r
	welding_machine_device	10	84	\r
	medical_equipment	15	70	\r
	scientific_equipment	30	34	\r
	mining_equipment	15	56	\r
	construction_equipment	15	56	\r
	chemical_analyzer	15	42	\r
	hydraulic_pump	15	42	\r
	quasiresearch_disk	15	84	\r
	research_disk	15	98	\r
	prototype_schematics	15	112	\r
	management_unit	15	28	\r
	darknet_unit	30	56	\r
	military_unit	15	56	\r
	memory_software	30	42	\r
	entertainment_software	15	70	\r
	expert_disk	15	42	\r
	quasisamples	15	112	\r
	biomass_tank	15	28	\r
	precious_metals	15	140	\r
	drug_cargo	15	140	\r
	gunbang_magazine	15	70	\r
	medical_components	15	84	\r
	watermelon	15	70	\r
	itemChip	15	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	84	\r
	classUSB	15	84	\r
#end				\r
				\r
#itemdrop_amplifiercontainers				\r
TechLevel	ContentIds	Weight	Points	\r
	pistol_basic_ammo	4	28	\r
	pistol_burst_ammo	3	42	\r
	shotgun_bullet_ammo	4	42	\r
	shotgun_shrapnel_ammo	5	28	\r
	shotgun_flechette_ammo	3	56	\r
	shotgun_dragon_ammo	3	70	\r
	heavy_basic_ammo	3	28	\r
	battery_charge	2	56	\r
	bandage	5	28	\r
	medpack	4	42	\r
	splint	5	28	\r
	antibiotics	6	28	\r
	medicalClue	6	42	\r
	sorbent	8	14	\r
	surgicalKit	2	70	\r
	rags	6	14	\r
	blueSoda	4	14	\r
	cannedMeat	3	42	\r
	cannedVeg	3	28	\r
	chocolateBar	5	14	\r
	mre_pack	2	70	\r
	packedGoodRation	4	28	\r
	packedRation	4	28	\r
	redSoda	4	14	\r
	water	5	14	\r
	beer	2	14	\r
	burgerMeat	3	28	\r
	burgerVeg	3	28	\r
	medium_backpack	3	112	\r
	servo_backpack	3	112	\r
	armor_repair_kit	5	84	\r
	weapon_repair_kit	5	84	\r
	melee_repair_kit	5	84	\r
	automap	1	210	\r
	frag_grenade	5	84	\r
	thermal_grenade	5	84	\r
	stun_grenade	4	56	\r
	frag_mine	5	84	\r
#end				\r
				\r
#itemdrop_medicalcontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	bandage	15	7	\r
	medpack	10	14	\r
	morphine	10	14	\r
	splint	15	7	\r
	antibiotics	10	14	\r
	antiradin	10	14	\r
	medicalClue	10	14	\r
	naloxone	10	14	\r
	sorbent	10	14	\r
	surgicalKit	5	21	\r
	antidote	10	14	\r
	bloodBag	10	14	\r
	painkillers	10	14	\r
	nanoinjection	5	21	\r
	plaster	10	14	\r
	military_kit	10	14	\r
	trowable_heart	10	14	\r
	organsBox	2	28	\r
	defibrillator_device	2	28	\r
	medical_equipment	2	28	\r
	chemical_analyzer	2	28	\r
	drug_cargo	2	28	\r
	medical_components	2	28	\r
#end				\r
				\r
#itemdrop_ammocontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	pistol_basic_ammo	10	7	\r
	pistol_burst_ammo	10	14	\r
	pistol_expansive_ammo	10	14	\r
	medium_basic_ammo	10	7	\r
	medium_police_ammo	10	14	\r
	shotgun_bullet_ammo	10	14	\r
	shotgun_shrapnel_ammo	10	7	\r
	shotgun_flechette_ammo	10	14	\r
	shotgun_dragon_ammo	10	14	\r
	heavy_basic_ammo	10	7	\r
	heavy_armorpierce_ammo	10	14	\r
	battery_charge	10	14	\r
#end				\r
				\r
#itemdrop_weaponSmallcontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	army_pistol	10	14	\r
	army_pistol_2	10	14	\r
	pmc_pistol	10	14	\r
	pmc_pistol_2	10	14	\r
	spec_pistol	10	14	\r
	spec_pistol_2	10	14	\r
	dark_pistol	10	14	\r
	dark_pistol_2	10	14	\r
	rail_pistol	10	14	\r
	petrov_pistol	10	14	\r
	petrov_pistol_2	10	14	\r
	petrov_pistol_3	10	14	\r
	pmc_smg	10	14	\r
	toxic_smg	10	14	\r
#end				\r
				\r
#itemdrop_weaponBigcontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	regular_launcher	5	14	\r
	pmc_shotgun	10	14	\r
	dark_shotgun	10	14	\r
	desert_shotgun	10	14	\r
	desert_shotgun_2	10	14	\r
	pmc_smg	10	14	\r
	pmc_smg_2	10	14	\r
	spec_smg	10	14	\r
	bandit_smg_2	10	14	\r
	pmc_assault	10	14	\r
	desert_assault	10	14	\r
	desert_marksman	10	14	\r
#end				\r
				\r
#itemdrop_weaponElitecontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	army_pistol_3	5	14	\r
	spec_pistol_3	5	14	\r
	dark_pistol_3	5	14	\r
	rail_pistol_2	5	14	\r
	tech_pistol_2	5	14	\r
	petrov_pistol_3	5	14	\r
	tech_smg	5	14	\r
	tech_pistol_3	5	14	\r
	tech_rifle	5	14	\r
#end				\r
				\r
#itemdrop_armorLabcontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	daydream_chem_vest	10	14	\r
	daydream_armored_vest	5	14	\r
	employee_vest	10	14	\r
	scientist_shirt	10	14	\r
#end				\r
				\r
#itemdrop_armorMilitarycontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	civres_armor	5	14	\r
	ancom_police_armor	10	14	\r
	pmc_armor	10	14	\r
	security_armor	20	14	\r
	rw_militia_vest	20	14	\r
#end				\r
				\r
#itemdrop_armorIndustrycontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	worker_armor	10	14	\r
	core_hard_vest	10	14	\r
	pb_vest	20	14	\r
	smuggler_armor	20	14	\r
	green_vest	20	14	\r
#end				\r
				\r
#factiondrop_AnCom_units				\r
TechLevel	ContentIds	Weight	Points	\r
1	man_worker woman_worker man_scientist_ancom	5	40	\r
1	man_worker woman_worker man_worker woman_worker	5	40	\r
1	woman_lowskills_worker man_lowskills_worker man_worker man_scientist_ancom	5	40	\r
1	man_worker woman_worker man_worker man_lowskills_worker woman_lowskills_worker	5	40	\r
2	man_scientist_ancom man_worker cyborg_basic	10	60	\r
2	woman_scientist_ancom cyborg_basic woman_worker	10	60	\r
2	security_woman_ancom man_worker security_man_ancom	10	60	\r
2	man_scientist_ancom woman_scientist_ancom security_man_ancom cyborg_basic cyborg_basic	10	60	\r
3	cyborg_basic man_scientist_ancom man_worker woman_worker	15	80	\r
3	cyborg_basic cyborg_basic man_worker woman_worker	15	80	\r
3	woman_manager_ancom man_worker security_woman_ancom	15	80	\r
3	stationary_turret woman_scientist_ancom man_worker woman_worker	15	80	\r
4	cyborg_basic cyborg_basic cyborg_basic man_professor	20	100	\r
4	stationary_turret cyborg_basic man_scientist_ancom woman_scientist_ancom	20	100	\r
4	man_scientist_ancom woman_professor woman_scientist_ancom man_manager_ancom	20	100	\r
4	security_man_ancom security_woman_ancom cyborg_basic man_professor	20	100	\r
5	cyborg_basic heavy_security_man_ancom heavy_security_man_ancom man_scientist_ancom	25	120	\r
5	ancom_police_man woman_manager_ancom ancom_police_woman ancom_police_woman	25	120	\r
5	cyborg_basic heavy_security_man_ancom man_scientist_ancom man_manager_ancom	25	120	\r
5	pmc_man_soldier pmc_woman_soldier stationary_turret man_manager_ancom	25	120	\r
6	cyborg_basic heavy_security_woman_ancom heavy_security_man_ancom cyborg_basic	30	140	\r
6	ancom_police_man ancom_police_woman ancom_police_man ancom_police_woman	30	140	\r
6	woman_scientist_ancom woman_professor pmc_man_soldier pmc_woman_soldier	30	140	\r
6	fire_turret man_worker woman_worker heavy_security_man_ancom	30	140	\r
7	ancom_elite_man heavy_security_man_ancom ancom_agent_man ancom_agent_woman	40	160	\r
7	ancom_elite_man ancom_elite_woman ancom_elite_man ancom_elite_woman	40	160	\r
7	stationary_turret cyborg_basic ancom_elite_man	40	160	\r
7	stationary_turret stationary_turret cyborg_basic ancom_elite_man	40	160	\r
8	fire_turret fire_turret heavy_security_man_ancom	50	180	\r
8	ancom_elite_man ancom_elite_woman ancom_elite_man ancom_elite_woman	50	180	\r
8	heavy_security_woman_ancom pmc_man_soldier pmc_woman_soldier	50	180	\r
8	man_professor woman_professor ancom_elite_man ancom_elite_woman cyborg_battle	50	180	\r
9	cyborg_basic cyborg_basic cyborg_battle pmc_man_soldier pmc_woman_soldier	70	200	\r
9	ancom_elite_man ancom_elite_woman ancom_elite_man ancom_elite_woman energy_turret	70	200	\r
9	stationary_turret energy_turret woman_professor pmc_man_soldier	70	200	\r
9	fire_turret fire_turret pmc_man_soldier pmc_woman_soldier	70	200	\r
10	ancom_agent_man ancom_agent_man ancom_agent_woman cyborg_battle	100	240	\r
10	ancom_elite_man ancom_agent_man ancom_agent_woman energy_turret	100	240	\r
10	ancom_elite_woman cyborg_battle ancom_agent_man ancom_agent_woman	100	240	\r
10	ancom_elite_man ancom_elite_man ancom_elite_woman fire_turret	100	240	\r
#end				\r
				\r
#factiondrop_AnCom_items				\r
