#meleeweapons																												
Id		Price	Weight	InventoryWidthSize	WeaponClass	WeaponSubClass	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	MagazineCapacity	ReloadDuration	ReloadOneClip	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory							
toxic_trower		2000	5	2	Flamethrower	Toxic	Toxic	implicted_toxicthrower	toxic_ammo		15 25 crit 1.50	toxicthrower_single	5	60	30	4	0	FALSE	90	0	FALSE	tech_weapon		FALSE				
miner_disctrower		1500	3.1	2	Discthrower	Tool	SawBlade		sawblade_ammo		20 40 crit 1.75	basic_sawtrower_single	6	12	6	5	0	FALSE	105	0	FALSE	engineering_weapon		FALSE				
core_disctrower		1800	3.5	2	Discthrower	Tool	SawBlade		sawblade_ammo		24 44 crit 1.85	advanced_sawtrower_single advanced_sawtrower_burst	6	15	7	6	0	FALSE	135	0	FALSE	engineering_weapon		FALSE				
miner_flametrower		1400	5.2	2	Flamethrower	Tool	Gas	implicted_flamethrower	gas_ammo		15 25 crit 1.50	flamethrower_single	4	60	30	5	0	FALSE	120	0	FALSE	engineering_weapon		FALSE				
core_flametrower		2000	5.5	2	Flamethrower	Tool	Gas	implicted_flamethrower	gas_ammo		20 30 crit 1.60	flamethrower_single	5	80	40	6	0	FALSE	150	0	FALSE	engineering_weapon		FALSE				
miner_harpoon		999	1	2	Harpoonthrower	Tool	Heavy		heavy_basic_ammo		99 99 crit 1.00	basic_pistol_single	7	4	2	4	0	FALSE	45	0	FALSE	engineering_weapon		FALSE				
toxic_launcher		999	1	2	Flamethrower	Toxic	Toxic		toxic_ammo		99 99 crit 1.00	basic_pistol_single	7	4	2	4	0	FALSE	45	0	FALSE	tech_weapon		FALSE				
regular_launcher		2000	4	2	GrenadeLauncher	Launcher	Heavy		heavy_basic_ammo	frag_grenade	99 99 crit 1.00	basic_grenade_single	6	6	3	3	0	TRUE	60	0	FALSE	weapon	frag_grenade qwasi_grenade thermal_grenade stun_grenade	FALSE				
monster_xiomara_range		100	1	2	Machinegun	Quasi			implicted_xiomara_range		20 20 crit 1.50	basic_machinegun_auto	3	999	9	4	0	FALSE	45	0	TRUE	weapon		FALSE				
monster_mars_flametrower		100	1	2	Flamethrower	Quasi			implicted_flamethrower		20 30 crit 1.75	flamethrower_single	5	80	40	6	0	FALSE	135	0	TRUE	weapon		FALSE				
monster_mars_launcher		100	1	2	GrenadeLauncher	Quasi	Heavy		heavy_basic_ammo	frag_grenade	99 99 crit 1.00	basic_grenade_single	6	6	3	3	0	FALSE	135	0	TRUE	weapon		FALSE				
monster_mars_gun		100	1	2	AssaultRifle	Quasi			implicted_plasma_shrapnel		28 42 crit 1.50	basic_energy_rifle_shortauto basic_energy_rifle_burst	5	24	12	4	0	FALSE	135	0	TRUE	weapon		FALSE				
monster_turret		100	10	2	Turret	Firearm	Heavy		heavy_basic_ammo		18 20 crit 1.50	basic_machinegun_auto	6	999	40	1	0	FALSE	90	0	TRUE	weapon		FALSE				
monster_turret_fire		100	10	2	Turret	Tool	Gas	implicted_flamethrower	gas_ammo		8 16 crit 1.75	flamethrower_single	5	999	40	1	0	FALSE	85	0	TRUE	weapon		FALSE				
monster_turret_energy		100	10	2	Turret	Laser	BatteryCells		battery_charge		16 18 crit 1.60	basic_energy_rifle_single	7	999	40	1	0	FALSE	75	0	TRUE	weapon		FALSE				
monster_urparp_gun		100	1	2	Machinegun	Quasi			implicted_plasma_shrapnel		60 100 crit 1.50	basic_machinegun_auto	6	999	9	4	0	FALSE	45	0	TRUE	weapon		FALSE				
#end																												
																												
#firemodes																												
Id		AmmoPerShot	WeaponCastsCount	RequiredAllAmmoToShot	Accuracy	DamageMult	ScatterAngle	DelayInSecsBetweenShots																				
knife_single		0	1	FALSE	0.25	1	0	0																				
knife_triple		0	3	FALSE	0.1	0.6	0	0.4																				
blunt_single		0	1	FALSE	0.25	1	0	0																				
blunt_heavy		0	1	FALSE	0.15	1.5	0	0																				
blunt_duble		0	2	FALSE	0.12	0.8	0	0.5																				
blunt_breaker		1	4	FALSE	0.15	1	0	0.5																				
blunt_ammo_single		1	1	FALSE	0.25	1	0	0																				
blunt_ammo_duble		2	2	FALSE	0.15	1	0	0.5																				
blunt_ammo_triple		3	3	FALSE	0.1	1	0	0.5																				
axe_single		0	1	FALSE	0.2	1	0	0																				
axe_heavy		0	1	FALSE	0.1	1.5	0	0																				
sawsword_single		1	1	FALSE	0.2	1	0	0																				
sawsword_heavy		1	1	FALSE	0.05	1.5	0	0																				
blade_single		0	1	FALSE	0.25	1	0	0																				
blade_double		0	2	FALSE	0.15	0.9	0	0.5																				
basic_pistol_single		1	1	FALSE	0.2	1	4	0																				
basic_pistol_burst		2	2	FALSE	0.15	1	5	0.06																				
basic_pistol_shortauto		3	3	FALSE	0.1	1	6	0.05																				
advanced_pistol_single		1	1	FALSE	0.25	1	3	0																				
advanced_pistol_burst		2	2	FALSE	0.2	1	4	0.06																				
advanced_pistol_shortauto		3	3	FALSE	0.15	1	6	0.05																				
basic_smg_single		1	1	FALSE	0.25	1	3	0																				
basic_smg_shortauto		3	3	FALSE	0.20	1	4	0.05																				
basic_smg_auto		6	6	FALSE	0.15	1	6	0.045																				
advanced_smg_single		1	1	FALSE	0.3	1	2.5	0																				
advanced_smg_shortauto		4	4	FALSE	0.25	1	3.5	0.05																				
advanced_smg_auto		7	7	FALSE	0.2	1	5.5	0.045																				
basic_shotgun_single		1	1	FALSE	0.3	1	7	0																				
basic_shotgun_burst		3	3	FALSE	0.2	1	8	0.05																				
basic_shotgun_auto		4	4	FALSE	0.15	1	9	0.05																				
advanced_shotgun_single		1	1	FALSE	0.35	1	6.5	0																				
advanced_shotgun_duble		2	2	FALSE	0.3	1	7	0																				
advanced_shotgun_burst		3	3	FALSE	0.25	1	7.5	0.05																				
advanced_shotgun_auto		4	4	FALSE	0.15	1	8.5	0.05																				
basic_rifle_single		1	1	FALSE	0.3	1	2.8	0																				
basic_rifle_burst		2	2	FALSE	0.25	1	3.2	0.05																				
basic_rifle_shortauto		4	4	FALSE	0.2	1	4	0.05																				
basic_rifle_auto		5	5	FALSE	0.15	1	5	0.045																				
advanced_rifle_single		1	1	FALSE	0.35	1	2.5	0																				
advanced_rifle_burst		2	2	FALSE	0.3	1	3	0.05																				
advanced_rifle_shortauto		4	4	FALSE	0.25	1	3.5	0.05																				
advanced_rifle_auto		5	5	FALSE	0.2	1	4.5	0.045																				
basic_machinegun_shortauto		3	3	FALSE	0.1	1	6	0.05																				
basic_machinegun_auto		5	5	FALSE	0.05	1	7	0.045																				
basic_machinegun_longauto		8	8	FALSE	0.05	1	8	0.04																				
advanced_machinegun_shortauto		3	3	FALSE	0.2	1	5.5	0.05																				
advanced_machinegun_auto		5	5	FALSE	0.15	1	6.5	0.045																				
advanced_machinegun_longauto		8	8	FALSE	0.1	1	7.5	0.04																				
basic_energy_pistol_single		1	1	FALSE	0.25	1	3	0																				
basic_energy_pistol_burst		2	2	FALSE	0.2	1.1	4	0.06																				
basic_energy_pistol_shortauto		3	3	FALSE	0.15	1.2	5	0.05																				
advanced_energy_pistol_single		1	1	FALSE	0.3	1	2	0																				
advanced_energy_pistol_burst		2	2	FALSE	0.25	1.1	3	0.06																				
advanced_energy_pistol_shortauto		3	3	FALSE	0.2	1.2	4.5	0.05																				
basic_energy_smg_single		1	1	FALSE	0.35	1	2.5	0																				
basic_energy_smg_shortauto		3	3	FALSE	0.3	1.2	3.5	0.05																				
basic_energy_smg_auto		6	6	FALSE	0.25	1.3	5	0.045																				
advanced_energy_smg_single		1	1	FALSE	0.4	1	2	0																				
advanced_energy_smg_shortauto		4	4	FALSE	0.35	1.2	3	0.05																				
advanced_energy_smg_auto		7	7	FALSE	0.3	1.3	4.5	0.045																				
basic_energy_shotgun_single		1	1	FALSE	0.35	1	6.5	0																				
basic_energy_shotgun_burst		3	3	FALSE	0.3	1.2	7.5	0.05																				
basic_energy_shotgun_auto		4	4	FALSE	0.25	1.3	8.5	0.05																				
advanced_energy_shotgun_single		1	1	FALSE	0.4	1	6.5	0																				
advanced_energy_shotgun_duble		2	2	FALSE	0.35	1.1	7	0																				
advanced_energy_shotgun_burst		3	3	FALSE	0.3	1.2	7.5	0.05																				
advanced_energy_shotgun_auto		4	4	FALSE	0.25	1.3	8.5	0.05																				
basic_energy_rifle_single		1	1	FALSE	0.35	1	2.6	0																				
basic_energy_rifle_burst		2	2	FALSE	0.3	1.1	3	0.03																				
basic_energy_rifle_shortauto		4	4	FALSE	0.25	1.2	3.8	0.05																				
basic_energy_rifle_auto		5	5	FALSE	0.2	1.3	4.8	0.045																				
advanced_energy_rifle_single		1	1	FALSE	0.4	1	2.3	0																				
advanced_energy_rifle_burst		2	2	FALSE	0.35	1.1	2.8	0.05																				
advanced_energy_rifle_shortauto		4	4	FALSE	0.3	1.2	3.3	0.05																				
advanced_energy_rifle_auto		5	5	FALSE	0.25	1.3	4.2	0.045																				
basic_energy_machinegun_shortauto		5	5	FALSE	0.15	1.1	7.8	0.05																				
basic_energy_machinegun_auto		7	7	FALSE	0.1	1.3	6.8	0.045																				
basic_energy_machinegun_longauto		8	8	FALSE	0.1	1.5	7.8	0.04																				
advanced_energy_machinegun_shortauto		5	5	FALSE	0.2	1.1	5.3	0.05																				
advanced_energy_machinegun_auto		7	7	FALSE	0.15	1.3	6.3	0.045																				
advanced_energy_machinegun_longauto		8	8	FALSE	0.1	1.5	7.3	0.04																				
quasi_pistol_single		1	1	FALSE	0.3	1	2	0																				
quasi_pistol_burst		2	2	FALSE	0.25	1	3	0.06																				
quasi_rifle_single		1	1	FALSE	0.35	1	2.3	0																				
quasi_rifle_shortauto		3	3	FALSE	0.3	1	3.3	0.05																				
quasi_rifle_auto		4	4	FALSE	0.25	1	4.2	0.045																				
thunder_pistol_single		1	1	FALSE	0.3	1	2	0																				
thunder_rifle_single		1	1	FALSE	0.35	1	2.3	0																				
thunder_rifle_shortauto		3	3	FALSE	0.3	1	3.3	0.06																				
thunder_rifle_auto		5	5	FALSE	0.25	1	4.2	0.05																				
flamethrower_single		10	1	TRUE	1	1	3	0.05																				
toxicthrower_single		10	1	TRUE	1	1	3	0.05																				
basic_sawtrower_single		1	1	FALSE	0.2	1	4	0																				
advanced_sawtrower_single		1	1	FALSE	0.25	1	3	0																				
advanced_sawtrower_burst		2	2	FALSE	0.2	1	4	0.06																				
plasma_energy_single		1	1	FALSE	0.35	1	2.3	0																				
plasma_energy_burst		2	2	FALSE	0.3	1.1	2.8	0.06																				
plasma_energy_shortauto		4	4	FALSE	0.25	1.2	3.3	0.05																				
basic_grenade_single		1	1	FALSE	0.2	1	4	0																				
energy_hfg_single		40	1	TRUE	1	1	2	0																				
tezktlan_spear_auto		7	7	FALSE	0.2	1.3	6.3	0.045																				
#end																												
																												
#ammo																												
Id		Price	Weight	InventoryWidthSize	MaxStack	BallisticType	MinAmmoAmount	MaxAmmoAmount	AmmoType	DmgType	DmgCritChance	AccuracyMult	DamageMult	BulletCastsPerShot	TargetBurningChance	TileBurningChance	TileToxicLiquidChance	PierceCreaturesChance	ThrowBackChance	StunChance	StunDuration							
pistol_basic_ammo		10	0.01	1	60	Ballistic	10	20	Bullets	blunt	0.03	1	1	1	0	0	0	0	0.1	0	0							
pistol_burst_ammo		20	0.01	1	60	Ballistic	10	20	Bullets	explosion	0.06	1	1.2	1	0.2	0.1	0	0	0.2	0	0							
pistol_expansive_ammo		20	0.01	1	60	Ballistic	10	20	Bullets	lacer	0.16	1	1.4	1	0	0	0	0	0	0	0							
*miner_bolts_ammo		1	0.01	1	60	Ballistic	10	20	Bolts	pierce	0.24	1	1	1	0	0	0	0.8	0	0	0							
medium_basic_ammo		10	0.02	1	50	Ballistic	10	20	Medium	pierce	0.03	1	1	1	0	0	0	0.4	0	0	0							
medium_police_ammo		10	0.02	1	50	Ballistic	10	20	Medium	blunt	0.06	1	1.2	1	0	0	0	0	0.25	0	0							
shotgun_bullet_ammo		10	0.03	1	50	Ballistic	10	20	Shells	blunt	0.06	1	0.8	1	0	0	0	0.2	0.2	0	0							
shotgun_shrapnel_ammo		10	0.03	1	50	Ballistic	10	20	Shells	lacer	0.16	1	2	4	0	0	0	0	0.05	0	0							
shotgun_flechette_ammo		20	0.03	1	50	Ballistic	10	20	Shells	pierce	0.24	1	1.2	4	0	0	0	0.8	0	0	0							
shotgun_dragon_ammo		20	0.03	1	50	Ballistic	10	20	Shells	fire	0.16	1	1.2	4	0.2	0.8	0	0	0.2	0	0							
heavy_basic_ammo		10	0.02	1	40	Ballistic	10	20	Heavy	pierce	0.03	1	1	1	0	0	0	0.6	0	0	0							
heavy_armorpierce_ammo		20	0.02	1	40	Ballistic	10	20	Heavy	pierce	0.05	1	1.2	1	0	0	0	0.95	0	0	0							
battery_charge		30	0.02	1	40	Ballistic	10	20	BatteryCells	beam	0.06	1	1	1	0.2	0	0	0.7	0	0	0							
battery_crafted_charge		1	0.02	1	40	Ballistic	10	20	BatteryCells	beam	0.02	1	0.8	1	0.1	0	0	0.5	0	0	0							
*gas_ammo		1	0.02	1	40	Ballistic	10	20	Gas	fire	0	1	1	6	0.8	0.8	0	0	0	0	0							
sawblade_ammo		2	0.04	1	20	Richoshet	10	20	SawBlade	lacer	0.16	1	1	1	0	0	0	0.85	0	0	0							
quasi_basic_ammo		4	0.04	1	20	Ballistic	10	20	QuasiCells	poison	0.05	1	1	1	0	0	0	0.2	0	0	0							
quasi_bolts_ammo		4	0.04	1	20	Ballistic	10	20	Bolts	pierce	1	1	1	1	0	0	0	1	0	0	0							
quasi_energy_ammo		4	0.04	1	20	Ballistic	10	20	BatteryCells	plasma	0.3	1	1.4	1	1	0.4	0	0	0	0	0							
toxic_ammo		1	0.01	1	60	Ballistic	10	20	Toxic	poison	0.08	1	1	1	0	0	0.25	0	0	0	0							
implicted_em_ammo		100	1	1	0	Ballistic	0	0	Bolts	pierce	0.05	1	1	1	0	0	0	0.8	0	0	0							
implicted_combat_knife		100	1	1	50	Ballistic	0	0		pierce	0.12	1	1	1	0	0	0	0	0	0	0							
implicted_knife		100	1	1	50	Ballistic	0	0		pierce	0.05	1	1	1	0	0	0	0	0	0	0							
implicted_club		100	1	1	50	Ballistic	0	0		blunt	0.06	1	1	1	0	0	0	0	0.3	0	0							
implicted_shockclub		100	1	1	50	Ballistic	0	0		shock	0.1	1	1	1	0	0	0	0	0.3	0	0							
implicted_shockgun		100	1	1	50	Ballistic	0	0		shock	0	1	1	1	0	0	0	0	0	0	0							
implicted_coldgun		100	1	1	50	Ballistic	0	0	BatteryCells	cold	0.06	1	1	1	0	0	0	0	0	0	0							
implicted_heavy_axe		100	1	1	50	Ballistic	0	0		lacer	0.03	1	1	1	0	0	0	0	0.6	0	0							
implicted_katana		100	1	1	50	Ballistic	0	0		lacer	0.24	1	1	1	0	0	0	0	0	0	0							
implicted_body_part		100	1	1	50	Ballistic	0	0		blunt	0.03	1	1	1	0	0	0	0	0.2	0	0							
implicted_xiomara_range		100	1	1	50	Ballistic	0	0		poison	0	1	1	1	0	0	0	0	0	0	0							
implicted_flamethrower		100	1	1	0	Flame	0	0		fire	0	1	1	1	1	0.8	0	0	0	0	0							
implicted_sawblade		100	1	1	0	Ballistic	0	0		lacer	0.12	1	1	1	0	0	0	0	0	0	0							
implicted_energy_shrapnel		100	1	1	50	Ballistic	10	20		plasma	0.06	1	1	4	0.8	0	0	0.4	0	0	0							
implicted_plasma_shrapnel		100	1	1	50	Ballistic	10	20		plasma	0.06	1	1	4	0.8	0	0	0.4	0	0	0							
implicted_plasma_charge		100	1	1	40	Ballistic	10	20		plasma	0.06	1	1	1	0.2	0	0	0.7	0	0	0							
implicted_toxicthrower		100	1	1	0	ToxicFlame	0	0		poison	0	1	1	1	0	0	0.8	0	0	0	0							
implicted_quasi_beam		100	1	1	20	Ballistic	10	20	QuasiCells	beam	0.05	1	1	1	0	0	0	0.2	0	0	0							
#end																												
																												
#medkits																												
Id		Price	Weight	InventoryWidthSize	MaxStack	RestoreHealthAmount	InstantHeal	IncreaseMaxHealthLevel	HealDuration	RestoreStarvationValue	QmorphosValue	CanFixWound	FixWeights	FixAllWounds	FixedResolutionPeriod	PainDecreaseAmount	HealSpecificWound	HealAllWounds	ActivatesEatMedsTrigger	StatusEffectApplyChance	StatusEffectProgression	FixAllWoundsChance						
bandage		20	0.1	1	5	2	FALSE	0	10	0	0	TRUE	blunt 0 pierce 0.2 lacer 0.2 fire 0 beam 0 shock 0 poison 0 cold 0.2 explosion 0 plasma 0	FALSE	10	0	FALSE	FALSE	FALSE			0						
medpack		100	0.5	1	5	15	FALSE	0	4	0	0	FALSE		TRUE	4	5	FALSE	FALSE	FALSE		infectionEffect -20 poisonEffect -20	0.2						
morphine		200	0.05	1	5	0	TRUE	0	0	0	-100	FALSE		TRUE	10	5	FALSE	FALSE	TRUE	morphineAddiction 0.15		-0.45						
splint		20	0.1	1	5	2	FALSE	0	10	0	0	TRUE	blunt 0.2 pierce 0 lacer 0 fire 0 beam 0 shock 0.2 poison 0 cold 0 explosion 0.2 plasma 0	FALSE	10	0	FALSE	FALSE	FALSE			0						
antibiotics		100	0.01	1	10	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		infectionEffect -80 poisonEffect -40	0						
antiradin		100	0.05	1	5	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		beamEffect -80	0						
medicalClue		40	0.2	1	5	4	FALSE	0	6	0	0	TRUE	blunt 0 pierce 0.3 lacer 0.3 fire 0.3 beam 0 shock 0 poison 0 cold 0 explosion 0 plasma 0.3	FALSE	6	0	FALSE	FALSE	FALSE			0						
naloxone		100	0.05	1	5	0	TRUE	0	0	0	0	FALSE		FALSE	0	2	FALSE	FALSE	TRUE		morphineAddiction -80 alcoholAddiction -50 gavaahAddiction -20	0						
sorbent		20	0.04	1	10	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		alcoholAddiction -40 infectionEffect -40 poisonEffect -40	0						
surgicalKit		108	4	1	1	80	TRUE	0	1	0	0	FALSE		FALSE	1	20	TRUE	FALSE	FALSE			0						
stimpack_green		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
stimpack_purple		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
stimpack_red		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
stimpack_yellow		999	1	1	1	0	TRUE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
sigs_kosmos		40	0.1	1	5	0	TRUE	0	0	0	-100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	nicotineAddiction 0.15		0						
rags		10	0.2	1	20	0	FALSE	0	20	0	0	TRUE	blunt 0 pierce 0.1 lacer 0.1 fire 0 beam 0 shock 0 poison 0 cold 0.1 explosion 0 plasma 0	FALSE	20	0	FALSE	FALSE	FALSE	infectionEffect 0.15		0						
demonic_medicine		120	1	1	1	100	TRUE	0	0	1000	0	FALSE		FALSE	0	100	FALSE	TRUE	TRUE	gavaahAddiction 0.15		0						
demonic_idol		120	2	1	1	0	FALSE	0	0	0	-600	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	gavaahAddiction 0.15		0						
antidote		100	0.05	1	5	0	FALSE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	TRUE		poisonEffect -80 alcoholAddiction -40	0						
bloodBag		50	0.7	1	5	10	FALSE	0	10	0	50	FALSE		FALSE	10	0	FALSE	FALSE	FALSE			0						
painkillers		100	0.05	1	5	0	TRUE	0	0	0	0	FALSE		FALSE	0	20	FALSE	FALSE	TRUE		nicotineAddiction -50	0						
aztec_rags		60	1	1	5	4	FALSE	0	10	0	100	TRUE	blunt 0 pierce 0.4 lacer 0.4 fire 0 beam 0 shock 0 poison 0.4 cold 0.4 explosion 0 plasma 0	FALSE	10	0	FALSE	FALSE	FALSE	poisonEffect 0.1		0						
beer		40	0.5	1	5	0	FALSE	0	0	0	-25	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.1	coldEffect -10	0						
vodka		100	1	1	2	0	FALSE	0	0	0	-100	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.2	coldEffect -50 beamEffect -20	0						
wiskey		100	1	1	2	0	FALSE	0	0	0	-100	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.2	coldEffect -50 beamEffect -20	0						
armagnac		100	1	1	2	0	FALSE	0	0	0	-100	FALSE		FALSE	0	1	FALSE	FALSE	FALSE	alcoholAddiction 0.2	coldEffect -50 beamEffect -20	0						
meat1		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	infectionEffect 0.2		0						
spider_meat		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	poisonEffect 0.2		0						
furuncle		40	1	1	5	0	FALSE	5	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	infectionEffect 0.2		0						
spider_soup		2	1	1	5	0	FALSE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
slanina		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
roastedMeat		1	1	1	5	0	FALSE	0	0	0	100	FALSE		FALSE	0	0	FALSE	FALSE	FALSE			0						
rottenMeat		1	1.2	1	5	0	FALSE	0	0	0	0	FALSE		FALSE	0	0	FALSE	FALSE	FALSE	infectionEffect 0.2		0						
nanoinjection		200	0.2	1	5	8	FALSE	0	6	0	0	TRUE	blunt 0 pierce 0 lacer 0 fire 0.4 beam 0.4 shock 0.4 poison 0 cold 0 explosion 0 plasma 0.4	FALSE	6	2	FALSE	FALSE	TRUE		shockEffect -80	0						
plaster		40	0.5	1	5	4	FALSE	0	6	0	0	TRUE	blunt 0.3 pierce 0 lacer 0 fire 0 beam 0 shock 0.3 poison 0 cold 0 explosion 0.3 plasma 0	FALSE	6	0	FALSE	FALSE	FALSE			0						
military_kit		200	0.7	1	5	20	FALSE	0	4	0	0	FALSE		TRUE	4	10	FALSE	FALSE	FALSE		infectionEffect -30 poisonEffect -30	0.3						
#end																												
																												
#food																												
Id		Price	Weight	InventoryWidthSize	MaxStack	RestoreStarvationValue	RestoreHealthValue	GarbageItemId	ActivatesCanibalizm	DrunkEffectChance	RemovesFire																	
blueSoda		1	0.3	1	5	300	0	tin	FALSE	0	TRUE																	
cannedMeat		20	0.6	1	2	1200	0	tin	FALSE	0	FALSE																	
cannedVeg		20	0.4	1	2	600	0	tin	FALSE	0	FALSE																	
chocolateBar		1	0.08	1	10	150	0	plastic	FALSE	0	FALSE																	
*meat1		1	1	1	5	400	-10	human_rib	TRUE	0	FALSE																	
*rottenMeat		1	1.2	1	5	400	-25	human_rib	TRUE	0	FALSE																	
*roastedMeat		1	0.7	1	5	500	0	human_rib	TRUE	0	FALSE																	
mre_pack		200	0.6	1	2	1800	0	plastic	FALSE	0	FALSE																	
packedGoodRation		4	0.28	1	5	450	0	plastic	FALSE	0	FALSE																	
packedRation		4	0.24	1	5	450	0	plastic	FALSE	0	FALSE																	
redSoda		1	0.3	1	5	300	0	tin	FALSE	0	TRUE																	
water		1	0.5	1	5	0	10	plastic	FALSE	0	TRUE																	
*beer		4	0.5	1	5	400	0	tin	FALSE	0.5	TRUE																	
burgerMeat		5	0.34	1	5	500	0	plastic	FALSE	0	FALSE																	
burgerVeg		5	0.24	1	5	450	0	plastic	FALSE	0	FALSE																	
synthChicken		2	0.2	1	5	350	0	plastic	FALSE	0	FALSE																	
synthBeef		2	0.2	1	5	400	0	plastic	FALSE	0	FALSE																	
rocketCandy		100	0.01	1	10	100	0	plastic	FALSE	0	FALSE																	
*vodka		10	1	1	2	900	0	glassBottle	FALSE	1	FALSE																	
*wiskey		10	1	1	2	900	0	glassBottle	FALSE	1	FALSE																	
*armagnac		10	1	1	2	900	0	glassBottle	FALSE	1	FALSE																	
*spider_meat		1	1	1	5	400	-10		FALSE	0	FALSE																	
*furuncle		40	1	1	5	300	0		TRUE	0	FALSE																	
*spider_soup		2	0.6	1	5	600	-5	tin	FALSE	0	TRUE																	
*slanina		1	0.4	1	5	500	0		TRUE	0	FALSE																	
caviar		60	0.4	1	5	500	0	tin	FALSE	0	FALSE																	
wagyu_steak		60	0.4	1	5	500	0	plastic	FALSE	0	FALSE																	
truffle_oil		40	0.4	1	5	500	0	glassBottle	FALSE	0	TRUE																	
tuna_steak		60	0.4	1	5	500	0	plastic	FALSE	0	FALSE																	
watermelon_slice		20	0.4	1	5	500	0		FALSE	0	FALSE																	
#end																												
																												
#backpacks																												
Id		Price	Weight	InventoryWidthSize	Width	Height	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	AddServoArm	TotalItemsWeightMult	ReloadTurnBonus														
small_backpack		20	1	1	6	2	0.08	100	0	FALSE	cloth	FALSE	0.6	0														
medium_backpack		500	2	1	6	3	0.08	150	0	FALSE	cloth	FALSE	0.8	0														
big_backpack		1500	4	1	6	4	0.08	200	0	FALSE	cloth	FALSE	1	0														
servo_backpack		500	3	1	6	2	0.08	200	0	FALSE	engineering_weapon	TRUE	0.5	1														
#end																												
																												
#vests																												
Id		Price	Weight	InventoryWidthSize	SlotCapacity	ReloadTurnBonus	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																
pmc_vest		800	4	1	3	2	0.08	150	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 0 poison 0 shock 0 beam 4																
pmc_vest_armored		1000	5	1	3	2	0.08	200	0	FALSE	armor	blunt 8 pierce 8 lacer 0 fire 8 cold 0 poison 0 shock 0 beam 8																
bandit_vest		20	1	1	2	0	0.08	60	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																
bandit_vest_armored		40	3	1	2	0	0.08	60	0	FALSE	trash_armor	blunt 6 pierce 6 lacer 0 fire 0 cold 4 poison 0 shock 0 beam 0																
army_vest		500	2	1	2	1	0.08	100	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																
cevlar_vest		500	3	1	1	0	0.08	150	0	FALSE	armor	blunt 0 pierce 8 lacer 8 fire 0 cold 0 poison 0 shock 0 beam 4																
cevlar_vest_pockets		800	4	1	2	0	0.08	150	0	FALSE	armor	blunt 0 pierce 8 lacer 8 fire 0 cold 0 poison 0 shock 0 beam 6																
ceramit_vest		1600	6	1	1	0	0.08	200	0	FALSE	heavy_armor	blunt 10 pierce 10 lacer 10 fire 0 cold 0 poison 0 shock 8 beam 8																
snake_belt		400	1	1	1	0	0.08	50	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 10 shock 0 beam 0																
#end																												
																												
#armors																												
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																			
doom_armor		800	6.5	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 0																			
ancom_armor		1000	4.6	1	180	0	FALSE	heavy_armor	blunt 16 pierce 0 lacer 16 fire 16 cold 16 poison 0 shock 16 beam 16																			
bandit_armor		20	1.8	1	80	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 4 fire 0 cold 0 poison 0 shock 0 beam 0																			
